,estimated_yield,matched_crop
"silverweed, wild tansy, goose tansy, argentine, Gaensefingerkraut, anserina, ancarinha, pe' de ganso, tanaceto bravo, Gaenserich, Anserinae herba",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"single-seed hawthorn, quickthorn, bread-and-cheese, aubepine, eingriffeliger WeiÃdorn, biancospino, trubbhagtorn, vanleg hagtorn, engriflet hvidtjÃ¸rn, espinheiro alvar, pilriteiro, corniolo, escalheiro, tylppÃ¤liuskaorapihlaja, Crataegi summitas, Crataegi fructus",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"siratro, conchito, purple bean, purple bush-bean",670.3,cinnamon and cinnamontree flowers raw
"sisal hemp, Bahama hemp, dali, agave, sisal., ndali, natali (Fiji)",600.1,abaca manila hemp raw
"siver ironbark, grey gum, slaty gum, stinking gum, flooded gum, eucalipto prateado, forest red gum",6909.3,other berries and fruits of the genus vaccinium nec
slender wheatgrass,833.5,other pulses nec
"sloe, blackthorn, skeg, prunellier, Schlehdorn, slÃ¥en, abrunheiro bravo, espinheiro negro, endrino, Cortex acaciae nostratis, Pruni spinosae folium, Pruni spinosae flos, Pruni spinosae fructus",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"slough grass, American slough grass, American sloughgrass",6582.4,broad beans and horse beans green
"small buffalo grass, white buffalo grass, capim macaricam, witbuffelsgras",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"small reed mace, narrow-leaved cattail, lesser bulrush, narrow-leaf cat-tail, narrowleaf cattail, totora, espandana, kleine lisdodde, schmalblÃ¤ttriger rohrkolben, smalt dunkjevle, smalbladet dunhammer, kapeaosmankÃ¤Ã¤mi, smalkaveldun, smalbladigt kaveldun",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"smooth brome, brome grass",2170.7,ramie raw or retted
"smooth loofah, loofa (Micronesia), sel lap (Pohnpei/Micronesia), patola, vegetable sponge, edible luffa, sponge gourd",16846.9,leeks and other alliaceous vegetables
"smooth pigweed, slender amaranth, quintonil (Mex), umfino, gewone misbridie, xian, phak khom, bayam, tete (Nir), urai (Phil)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"snail alfalfa, snail medick, luzerna escudelada",19046.1,onions and shallots dry excluding dehydrated
"snake gourd, chichinda",13014.6,chicory roots
snakeroot,6725.2,apricots
"snapdragon, rabbit's mouth, toad's-mouth, calves'-snout, lion's mouth, flapdragon, muflier, bocas de lobo, focinho de burro, boca de dragao, boca de leao, erva-bezerra, boca de dragon",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"snotappel, African chewing gum, snot apple",638.4,cashew nuts in shell
"soapwort, saponary, latherwort, sweet Betty, Fuller's herb, bouncing-bet, echtes Seifenkraut, suopayrtti, sÃ¦beurt, sÃ¥peurt, erva saboeira, saponaria, saboneira, saboeira legitima, sabedoria legitima, sÃ¥pnejlika, Saponaria rubrae herba, Saponaria rubrae radix",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"sorva, milk tree, couma, sorva pequeÃ±a, sorveira, sorvinha",2114.4,rape or colza seed
"sour cherry, pie-cherry, cerisier commun, ginjeira da ginjas galegas",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"sour orange, bitter orange",7194.5,other sugar crops nec
"soursop, corossol Ã©pineux, Stachelannone, zuurzak, guanabana, sirsak, nangka belanda, nangka seberang, durian belanda, durian benggala, durian makkah, saua sap, guayabano, atti, llabanos, tiep banla, tiep barang, khan thalot, khiÃ¨p thÃ©t, thurian-thet, thurian-khaek, rian-nam, mang cÃ¢Ã¹ xiÃª, seremaia, sarifa, talapo fotofoto, sasalapa, 'apeli'initia, apeli'initia, sapsap",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"southern nettle tree, bagolaro, ZÃ¼rgelbaum, Nesselbaum",16846.9,leeks and other alliaceous vegetables
"southernwood, lad's love, old-man, brotan, abrotanum, abrotano, flor de Diana, erva lombrigueira",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
sow pea,20032.4,pears
"soya bean, soyabean, soybean, soya, sojaboon, sojaplant, sojaboontjie, fejao soja, soja, dadou, soia piini, bean - soya, Sojabohne",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"spear grass, tanglehead, assegaaigras, pylgras",16846.9,leeks and other alliaceous vegetables
"spearmint, menthe crepue, krauseminze",16901.4,peppermint spearmint
"spelt wheat, wheat - spelt, farro, dinkel, German wheat",6909.3,other berries and fruits of the genus vaccinium nec
"spider flower, cat's whiskers, african spiderflower, bastard mustard, mouzambe Ã  fleurs blanches, cleome, gynandro, senfkapper, benzoinbaun, fieberstrauch, kattesnor, lubanga (B,Zm), ans saka, volatin (Cuba), acaya blanc (Martinique), white massombee (Puerto Rico), pe hua tsai, kurhur, baowan, maman, cinco-cinco (Philippines), phak sain, musambe (Angola), rothwe (Botswana), gorbwa (Cameroon), abu quarn, boekbeha, chinsaga (Kenya), brede caya (Malawi), lerotu (Mauritius), aija (RÃ©union), palmbossie (Somalia), tamaleika (South Africa), mgagani (Sudan), ejjoboyo (Tanzania), gasaya (Uganda), boanga (West Africa), suntha (Dem. Rep. of Congo), nyevhe (Zambia), nyeuhe (Zimbabwe)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"spiderwort, snakegrass, widow's-tears, bracted spiderwort, erva da fortuna",13822.2,edible roots and tubers with high starch or inulin content nec fresh
spike lavender,6663.7,tea leaves
"spinach, epinard, espinaca, spinacio",6379.6,plantains and cooking bananas
"spotted bur clover, spotted medick, heartleaf clover, heart trefoil, trevo carrapico malhado",1485.3,kenaf and other textile bast fibres raw or retted
"spotted gum, eucalipto malhado",27043.7,cantaloupes and other melons
squash,676.9,quinoa
"squirting cucumber, pepino de Sao Gregorio, pepino do Diabo, elaterio",18548.6,chillies and peppers green capsicum spp and pimenta spp
standard crested wheatgrass,13499.1,tangerines mandarins clementines
"star apple, mululu, nkalate",16901.4,peppermint spearmint
stargrass,24105.8,strawberries
"stemless carline thistle, silver thistle, ground thistle, Silberdistel, Stengellose Eberwurz, GroÃe Wetterdistel, carlina",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
strand medick,10207.0,string beans
"strawberry clover, strawberry-headed clover, trefle fraise, trefle porte-fraise, Erdbeer klee, trifoglio fragifero, trevo morango, trebol fresero",1485.3,kenaf and other textile bast fibres raw or retted
"strawberry tree, arbute tree, arbutus, Irish strawberry, apple of Cain, Irish caithne, arbousier, albatro, medronheiro, ervedeiro, medronho, ervodo, arbuto, madrono, suglair",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"strawberry, dessert strawberry, garden strawberry, fraise, fraisier ananas, erdbeere, morango, morangueiro de cultura, fresa, arben, stroboeri, dÃ¢u tÃ¢y, jordbÃ¦r, jordgubbe, tarhamansikka",13822.2,edible roots and tubers with high starch or inulin content nec fresh
streambank wheatgrass,24105.8,strawberries
"stubwort, wood shamrock, Irish shamrock, sour trefoil, sleeping clover, hallelujah, azeda, oxalide, oxalida, wood sorrel",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"subterranean clover, subclover, trÃ©bol subterrÃ¡neo, bodenfrÃ¼chtiger klee, bodenblÃ¼tiger klee, trÃ¨fle souterrain, trifoglio sotterraneo, trevo subterraneo",1485.3,kenaf and other textile bast fibres raw or retted
"sugar apple, sweetsop, scaly custard apple, custard apple, zuckerapfel, stachelanone, cherimoya, attier, poreroe cannelle, pomme cannelle, anon, anon de azucar, anona de castilla, fruta do conde, scopappel, kaneelappel, fan-li-chi, sirkaja, sarikaja, atis, ata, luna, meba, sharifa, sarifa, sitaphal, sita pandu, nona sri kaya, bnah nona, seri kaya, tiep baay, tiep, mang cau ta, noinah, manonah, makkhiap, lanang, mak khbieb, na, mang caua ta, qu a na",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
sugar gum,62208.5,sugar beet
"sugar maple, sugarwood, rock maple, hard maple, bird's-eye maple, erable a sucre, bordo do Canada', bordo sacarino",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"sugar palm, black sugar palm, palm de sucre, gemuti palm",600.1,abaca manila hemp raw
"sugarbeet, remolacha azucarera, betterave Ã  sucre, tiancai, zuckerruebe, barbabietola da zucchero, tensai, sato daikon, sakharnaya svyokla",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"sugarcane, sugar cane, canna da zucchero, caÃ±a de azÃºcar, cana de acucar, Zuckerrohr, suikerriet, shenkora, dovu, dovu buta, dovu vico, malaqele, kabakabavale, ganna, te kaikawewe (Kiribati), to, tolo (Samoa, Tuvalu), peqi (Simbo), suti (Roviana), suga",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
sulla,62208.5,sugar beet
"summer savory, savory leaves, savory, sarriette, Bohnenkraut, ajedrea, kyndel, nadgh, bonenkruid, santoreggia, segurelha, chabyor, hsiang po ho, Saturejae herba, Aetheroleum saturejae",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"sundew, round-leaved sundew, rundblÃ¤ttriger sonnentau, rundsoldogg, rundbladet soldug, pyÃ¶reÃ¤lehtikihokki, sÃ³ldÃ¶gg",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"sunflower, Italian girasole, cut-and-come-again, sonneblom, girasol, tournesol, girassol, xiangrikui, Sonnenblume, girasole, surajmukhi, zonnebloem, auringonkukka, Helianthi flos, surya mukhi",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"sunn hemp, Bengal hemp, chinchÃ­n",600.1,abaca manila hemp raw
"swamp grass, kuilgras",15258.7,pumpkins squash and gourds
"swamp mahogany, mahogany gum, stringybark, gunnung",9920.2,mangoes guavas and mangosteens
"swamp milkweed, swamp silkweed, white indian hemp",670.3,cinnamon and cinnamontree flowers raw
"swamp white oak, basket oak, rock oak, viminaria",600.1,abaca manila hemp raw
"swede, rutubaga",935.7,mustard seed
"sweet corn, sweet maize, milho doce",1565.4,castor oil seeds
"sweet granadilla, yellow passionfruit, sweet passion fruit, grenadille douce, granadilla, granadilla de China, granadita, parchita amarilla, parcha dulce, granadilla comÃºn, granaditta",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"sweet pepper, chili pepper, green pepper, lajiao, pimenton, poivre de Guinee, paprika, spansk peppar, spaanse peper, peperone, pimentao, struchkovy pyerets, togarashi, hsiung-ya-li-chiao, filfil ahmar, polo papalagi, polo ula",18548.6,chillies and peppers green capsicum spp and pimenta spp
"sweet potato, batatas, boniato, white-fleshed sweet potato, patate douce, batata, camote, papa dulce, moniato, batata doce, batata da terra, cara, jetica, munhata, ba ta tah helua, gan shu, gan ye, fan shu, batat, muntail, hua mun, man thet, lÃ¡ khoai lang, lÃ¡ khoai mony, sÃ¸d kartoffel, bataat, patats, soetpatats, zoete aardappel, kamote, SÃ¼Ãkartoffel, Batate, Sakarkand, mitha alu, ubi jalor, hwi, keledek, ketela rambat, tela, bodin, ubi merah, patata Americana, patata dolce, satsuma-imo, kanjo, koguma, ubi keledek, ubi kastela, ubi keladi, kumala konukonule, komora, kumara, timala, kumala, umala, pana kai (Simbo), luzu vaka (Roviana), pateta magalo (Tuvalu), kaukau, kumara muramura (Cook I), te kuma",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"sweet thorn, soetdoring, doringboom, karoodoring, witdoring, mimosa thorn, cape thorn tree, karoo-thorn, white thorn, umNga, isiKhombe, mooka, mookana, isinga, leoka, munga, muunga, muunga-ludzi, umunga, groendoring, munenge, mubayamhondoro, orusu",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"sweet violet, Parma violet, florist's violet, Neapolitan violet, marts viol, violeta de cheiro, violeta de Parma, English violet, viooltjie",6909.3,other berries and fruits of the genus vaccinium nec
"sweet weed, sweet plant, sugar leaf, sweet leaf, honey leaf (KaaÃ­he-E), honey grass, KaÂ´a HeÂ´e, Stevia, sweet herb (CaaÃ­-ehe), caa-he-e, caa-ehe, caa-hee, ca-jhe-e, azuca-caa, ca-a-yupe, kaa-he-e, kaa-hee, ka-he-e, yerba dulce",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"tall fescue, reed fescue, Alta fescue, fÃ©tuque roseau, fÃ©tuque Ã©levÃ©e, rohr schwingel, festuca, rÃ¶rsvingel, strandsvingel, strand-svingel, ruokonata",13822.2,edible roots and tubers with high starch or inulin content nec fresh
tall wheatgrass,3625.0,wheat
tamalini,1719.2,lupins
"tamarind, Indian date, Madeira mahogany, camalindo, sampaloc, tamarin, tamarindo, tamarainer, tamarindier, ardeib, tamarindeiro, tamarinho, tamarineiro, tamarinheiro, tamanha, jubai', tamarinde, tamarindizio, ambli, amli, imli, amalika, tintiff, tintul, tetul, chinch, chitz, asam jawa, assam, tambaring, chinta, sitta, pulian, tetili, salomagi, sampalok, kalamagi, makham, bakham, somkham, humer, masika, dakar (Senegal), ukwaju, arabeb, b/roka, racahu, dereho, dindie, ghroma, gianko, omar, aradeib, tamarihindi, shekere, kuashi, danufi, daharg, dakah, dakhar, ndakhar, roka, hemor, homor, humar, komar, tommar, siyambala, maha, mushishi, mkwaju, ol-masamburai, mwemba, hamar, khaam, mak kham, puli, magyi, magyee, majee-pen, tamarenn, 'am' pul, ampil, khoua me, kham, me, trai me, ttri, titis, paun, dabe, jammeh, jammi, homar, roka (Galinya), ragai (Soddu), tamarind-hendi, Rogo'ota (Konsogna), Koria (Wolayetgna)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"tanner grass, tanner-grass (En), pasto taner, pasto tanner, taner, tanner (Sp), bracquiaria do brejo, capim tanner (Pt)",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"tannia, new cocoyam, tania, badoo (Jam), Chinese taro (Pap.N.G.), chou (Gren), chou caraibe (Ant), Dalo ni tana (Fi), Fiji taro, ghuya, kimpool, kong kong taro (N.Guin.), macabo (Cam), maduma (Tanz), maffafa (Ant), Malanga (Ant-Cub), Malanga blanca (Nic), Mangareto (Bra), Ocumo (Ven), Ocumo cuman (Ven), Quequeque (Guat.), Rascadera (Bra), Singapo?, Tajer (Sur), Taioba (Bra), Talo papalagi (Sam), Ta'amu papalagi, Tanyove (Guy), Tarua??, Tata, Tayobe, Tayonne, Tayo Tyo (W.I.), Tiquisque (C.Ri.), Yautia bravia (P.Ri.)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"tansy, alecost, golden buttons, balsamin, rejnfan, atanasia das boticas, tanaceto, tanasia, balsamina, Tanaceti herba, Tanaceti flos",1485.3,kenaf and other textile bast fibres raw or retted
"taro, eddo, kalo, dasheen, cocoyam, elephant ears, potato of the tropics, ciamo, inhame, malanga, tayoba, alcocaz, elefantenohr, arum, daun keladi, madumbe, khoai mon, mangasiva sasili, sika, ba, boka, botika, dalo, gaui, sali, votuki, te taororo, matiotio, tara, talo, maroepa",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"tarragon, dragonwort, estragon, dragon, tarkhun, targone, estragao, ai-hao, Dracunculi folium, Dracunculi herba, Aetheroleum dracunculi",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"tarragon, estragon, dragonwort, felonherb, sailor's-tobacco, mugwort, estragao, Artemisiae vulgaris herba, Artemisiae vulgaris radix",13822.2,edible roots and tubers with high starch or inulin content nec fresh
tassel hyacinth,1276.2,pistachios in shell
"tea, ti, chah, cha, tee",14210.4,other vegetables fresh nec
"teak, tiki",10207.0,string beans
"tef, tafi (Orom.), taf, teff, Williams lovegrass, chimanganga (Malawi), ndzungulu(Malawi)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
